text,label
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability",Vocal Cord Paralysis
"constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"A double uterus often causes no symptoms. The condition may be discovered during a regular pelvic exam or during imaging tests to determine the cause of repeated miscarriages. Women who have a double vagina along with a double uterus may initially consult a doctor for menstrual bleeding that isn't stopped by a tampon. In these situations, the woman has placed a tampon in one vagina, but blood is still escaping from the second uterus and vagina. When to see a doctor Seek medical advice if you have a menstrual flow despite the insertion of a tampon, or if you have severe pain with menstruation or experience repeated miscarriages.",Inner Ear Problems
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",Adhd
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine",Specific Learning Disorder (Dyslexia
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"headache,chest_pain,dizziness,loss_of_balance",Rheumatoid Arthritis
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"Sometimes, bone metastasis causes no signs and symptoms. When it does occur, signs and symptoms of bone metastasis include:  Bone pain Broken bones Urinary incontinence Bowel incontinence Weakness in the legs or arms High levels of calcium in the blood (hypercalcemia), which can cause nausea, vomiting, constipation and confusion ",Common Cold
"itching,skin_rash,stomach_pain,spotting__urination",Iron Deficiency
I have been having a headache for the past few days and it is getting worse. I also have a sore neck and my vision is blurry.,Vocal Cord Paralysis
"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",Adhd
"weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"I have trouble breathing, especially when I'm outside. I start to feel hot and sweaty. I also get urinary tract infections and yeast infections a lot.",Hypoglycemia
"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Schizophrenia (Negative Symptoms)
I have a fever and I can't breathe through my nose or mouth. I'm tired and I've been coughing up mucus. Can you recommend some medications?,Delirium
"muscle_weakness,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"Children with childhood apraxia of speech (CAS) may have many speech symptoms or characteristics that vary depending on their age and the severity of their speech problems. CAS can be associated with: CAS  Delayed onset of first words A limited number of spoken words The ability to form only a few consonant or vowel sounds  These symptoms are usually noticed between ages 18 months and 2 years, and may indicate suspected CAS. CAS As children produce more speech, usually between ages 2 and 4, characteristics that likely indicate CAS include: CAS  Vowel and consonant distortions Separation of syllables in or between words Voicing errors, such as ""pie"" sounding like ""bye""  Many children with CAS have difficulty getting their jaws, lips and tongues to the correct positions to make a sound, and they may have difficulty moving smoothly to the next sound. CAS Many children with CAS also have language problems, such as reduced vocabulary or difficulty with word order. CAS Some symptoms may be unique to children with CAS and can be helpful to diagnose the problem. However, some symptoms of CAS are also symptoms of other types of speech or language disorders. It's difficult to diagnose CAS if a child has only symptoms that are found both in CAS and in other types of speech or language disorders. CAS CAS CAS CAS Some characteristics, sometimes called markers, help distinguish CAS from other types of speech disorders. Those particularly associated with CAS include: CAS CAS  Difficulty moving smoothly from one sound, syllable or word to another Groping movements with the jaw, lips or tongue to make the correct movement for speech sounds Vowel distortions, such as attempting to use the correct vowel, but saying it incorrectly Using the wrong stress in a word, such as pronouncing ""banana"" as ""BUH-nan-uh"" instead of ""buh-NAN-uh"" Using equal emphasis on all syllables, such as saying ""BUH-NAN-UH"" Separation of syllables, such as putting a pause or gap between syllables Inconsistency, such as making different errors when trying to say the same word a second time Difficulty imitating simple words Inconsistent voicing errors, such as saying ""down"" instead of ""town""  Other characteristics are seen in most children with speech or language problems and aren't helpful in distinguishing CAS. Characteristics seen both in children with CAS and in children with other types of speech or language disorders include: CAS CAS  Babbling less or making fewer vocal sounds than is typical between the ages of 7 to 12 months old Speaking first words late (after ages 12 to 18 months old) Using a limited number of consonants and vowels Frequently leaving out (omitting) sounds Using speech that is difficult to understand speech  Other speech disorders sometimes confused with CAS Some speech sound disorders often get confused with CAS because some of the characteristics may overlap. These speech sound disorders include articulation disorders, phonological disorders and dysarthria. CAS A child who has trouble learning how to make specific sounds, but doesn't have trouble planning or coordinating the movements to speak, may have an articulation or phonological disorder. Articulation and phonological disorders are more common than CAS. CAS Articulation or phonological speech errors may include:  Substituting sounds, such as saying ""fum"" instead of ""thumb,"" ""wabbit"" instead of ""rabbit"" or ""tup"" instead of ""cup"" Leaving out (omitting) final consonants, such as saying ""duh"" instead of ""duck"" or ""uh"" instead of ""up"" Stopping the airstream, such as saying ""tun"" instead of ""sun"" or ""doo"" instead of ""zoo"" Simplifying sound combinations, such as saying ""ting"" instead of ""string"" or ""fog"" instead of ""frog""  Dysarthria is a motor speech disorder that is due to weakness, spasticity or inability to control the speech muscles. Making speech sounds is difficult because the speech muscles can't move as far, as quickly or as strongly as normal. People with dysarthria may also have a hoarse, soft or even strained voice, or slurred or slow speech. Dysarthria is often easier to identify than CAS. However, when dysarthria is caused by damage to certain areas of the brain that affect coordination, it can be difficult to determine the differences between CAS and dysarthria.",Erythroplakia
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"The time from infection with the hantavirus to the start of illness is usually about 2 to 3 weeks. Hantavirus pulmonary syndrome advances through two distinct stages. In the first stage, which can last for several days, the most common signs and symptoms are:  Fever and chills Muscle aches or pain Headache  Some people also experience:  Nausea Stomach pain Vomiting Diarrhea  As the disease progresses, it can lead to damaged lung tissues, fluid build-up in the lungs, and serious problems with lung and heart function. Signs and symptoms may include:  Cough Difficulty breathing Low blood pressure Irregular heart rate ",Peripheral Artery Disease
"itching,skin_rash,burning_micturition,spotting__urination",Iron Deficiency
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"Most people with goiters have no signs or symptoms other than a swelling at the base of the neck. In many cases, the goiter is small enough that it's only discovered during a routine medical exam or an imaging test for another condition. Other signs or symptoms depend on whether thyroid function changes, how quickly the goiter grows and whether it obstructs breathing. Underactive thyroid (hypothyroidism) Signs and symptoms of hypothyroidism include:  Fatigue Increased sensitivity to cold Increased sleepiness Dry skin Constipation Muscle weakness Problems with memory or concentration  Overactive thyroid (hyperthyroidism) Signs and symptoms of hyperthyroidism include:  Weight loss Rapid heartbeat (tachycardia) Increased sensitivity to heat Excess sweating Tremors Irritability and nervousness Muscle weakness Frequent bowel movements Changes in menstrual patterns Sleep difficulty High blood pressure Increased appetite  Children with hyperthyroidism might also have the following:  Rapid growth in height Changes in behavior Bone growth that outpaces expected growth for the child's age  Obstructive goiter The size or position of a goiter may obstruct the airway and voice box. Signs and symptoms may include:  Difficulty swallowing Difficulty breathing with exertion Cough Hoarseness Snoring ",Pms
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",Precocious Puberty
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history",Precocious Puberty
